Date,Open,High,Low,Close,Volume
2004-06-23,925.26,933.02,921.49,924.82,0
2004-06-24,924.85,930.79,915.47,925.23,0
2004-06-25,925.11,926.67,913.53,916.97,0
2004-06-28,922.14,926.22,909.59,922.2,0
2004-06-29,922.38,922.75,903.63,909.35,0
2004-06-30,909.47,924.67,902.31,924.09,0
2004-07-01,924.21,924.54,910.84,923.03,0
2004-07-02,922.97,938.29,922.09,935.35,0
2004-07-05,936.13,936.62,925.38,932.64,0
2004-07-06,933.13,937.45,925.33,935.55,0
2004-07-07,935.48,939.6,925.19,938.1,0
2004-07-08,938.23,939.78,929.51,939.59,0
2004-07-09,939.38,941.15,929.86,938.94,0
2004-07-12,939.88,940.4,926.84,936.55,0
2004-07-13,936.73,936.73,922.99,929.69,0
2004-07-14,929.82,940.26,921.15,938.1,0
2004-07-15,938.37,945.51,937.05,939.49,0
2004-07-16,939.46,951.44,936.26,949.86,0
2004-07-19,935.99,946.28,932.54,940.91,0
2004-07-20,940.91,947.29,928.91,933.07,0
2004-07-21,932.89,934.02,920.95,928.51,0
2004-07-22,928.57,933.72,920.89,930.25,0
2004-07-23,930.31,933.46,919.73,920.41,0
2004-07-26,915.19,921.86,893.32,918.0,0
2004-07-27,917.97,924.11,908.74,910.63,0
2004-07-28,910.51,917.45,905.3,916.0,0
2004-07-29,915.94,918.23,909.53,911.79,0
2004-07-30,911.73,921.14,878.76,912.91,0
2004-08-02,909.24,917.59,909.21,910.38,0
2004-08-03,910.56,912.89,899.56,910.72,0
2004-08-04,910.7,916.2,901.6,912.5,0
2004-08-05,913.12,913.68,909.0,912.55,0
2004-08-06,912.28,928.59,904.19,923.03,0
2004-08-09,926.98,927.34,912.36,922.27,0
2004-08-10,922.3,924.04,910.82,914.84,0
2004-08-11,914.66,920.71,909.62,915.55,0
2004-08-12,915.43,923.78,912.78,921.67,0
2004-08-13,921.55,938.25,915.37,932.95,0
2004-08-16,932.77,935.56,930.54,933.52,0
2004-08-17,933.55,934.52,903.84,930.01,0
2004-08-18,929.8,931.25,925.43,929.18,0
2004-08-19,929.63,930.97,918.13,929.88,0
2004-08-20,929.88,930.27,917.94,918.03,0
2004-08-23,922.53,923.1,907.84,908.73,0
2004-08-24,908.61,911.98,898.97,906.58,0
2004-08-25,906.58,909.83,905.39,907.14,0
2004-08-26,907.44,907.44,902.53,906.39,0
2004-08-27,906.33,907.61,889.39,894.31,0
2004-08-30,898.09,902.15,889.46,900.79,0
2004-08-31,900.67,911.07,893.37,908.26,0
2004-09-01,908.23,913.71,901.08,910.66,0
2004-09-02,910.61,914.18,909.16,910.67,0
2004-09-03,910.52,913.24,897.09,905.08,0
2004-09-06,904.1,908.27,896.88,907.77,0
2004-09-07,907.77,908.72,904.48,907.92,0
2004-09-08,907.86,911.41,898.63,911.64,0
2004-09-09,911.26,911.29,895.96,906.39,0
2004-09-10,906.36,914.4,903.26,910.83,0
2004-09-13,902.94,911.01,899.72,909.13,0
2004-09-14,909.1,912.01,899.5,910.06,0
2004-09-15,910.18,910.56,899.64,901.58,0
2004-09-16,901.67,904.99,898.99,903.33,0
2004-09-17,903.09,905.34,891.9,900.12,0
2004-09-20,892.63,902.69,891.31,900.61,0
2004-09-21,900.55,913.35,899.74,912.16,0
2004-09-22,912.46,912.46,904.48,910.68,0
2004-09-23,910.89,914.09,909.33,910.33,0
2004-09-24,910.42,917.96,900.87,908.74,0
2004-09-27,900.93,912.81,900.64,911.23,0
2004-09-28,910.0,919.62,900.53,916.86,0
2004-09-29,916.83,917.85,908.19,914.41,0
2004-09-30,914.83,924.53,913.3,924.0,0
2004-10-01,923.94,924.17,910.01,919.19,0
2004-10-04,918.86,919.16,897.14,898.12,0
2004-10-05,897.25,899.37,874.45,874.61,0
2004-10-06,875.51,902.26,874.75,878.77,0
2004-10-07,878.38,911.55,878.21,900.96,0
2004-10-08,900.9,907.84,875.71,906.76,0
2004-10-11,912.49,912.79,905.72,907.32,0
2004-10-12,907.47,907.82,900.41,901.05,0
2004-10-13,900.96,905.41,897.31,898.88,0
2004-10-14,898.65,912.24,898.13,911.62,0
2004-10-15,911.62,920.09,910.28,919.25,0
2004-10-18,919.61,919.91,917.12,918.49,0
2004-10-19,918.43,921.12,916.26,920.09,0
2004-10-20,919.88,928.57,919.05,928.33,0
2004-10-21,928.15,928.57,925.37,927.0,0
2004-10-22,927.0,928.2,925.16,928.02,0
2004-10-25,928.23,935.79,927.99,935.3,0
2004-10-26,935.18,939.35,934.32,934.93,0
2004-10-27,934.99,935.48,927.18,927.9,0
2004-10-29,928.29,929.6,917.53,924.89,0
2004-11-01,925.43,925.67,920.56,920.98,0
2004-11-02,920.83,922.06,890.19,891.21,0
2004-11-03,891.27,922.47,890.57,921.81,0
2004-11-04,921.81,932.73,902.17,903.14,0
2004-11-05,903.02,927.93,889.8,927.66,0
2004-11-08,926.69,930.19,925.78,928.93,0
2004-11-09,929.0,929.06,923.68,925.06,0
2004-11-10,925.12,936.54,924.58,928.86,0
2004-11-11,928.71,934.33,928.41,932.91,0
2004-11-12,933.0,933.65,905.08,929.81,0
2004-11-15,929.02,929.51,918.55,919.12,0
2004-11-16,919.24,919.33,915.04,916.93,0
2004-11-17,916.84,918.66,913.48,918.09,0
2004-11-18,918.0,918.54,904.99,906.27,0
2004-11-19,906.03,908.91,903.31,908.25,0
2004-11-22,907.8,908.35,882.22,882.46,0
2004-11-23,882.63,912.3,881.64,911.15,0
2004-11-24,911.15,931.91,911.09,931.11,0
2004-11-25,931.02,931.29,913.47,926.13,0
2004-11-26,926.03,926.68,901.77,919.35,0
2004-11-29,908.8,919.3,907.66,916.35,0
2004-11-30,916.77,923.92,908.74,919.1,0
2004-12-01,919.04,921.39,912.89,915.07,0
2004-12-02,914.5,915.85,892.9,903.82,0
2004-12-03,903.53,925.71,884.57,924.47,0
2004-12-06,922.61,922.79,903.82,910.59,0
2004-12-07,910.44,917.79,910.29,912.39,0
2004-12-08,912.45,925.12,904.29,920.65,0
2004-12-09,920.38,920.92,912.12,917.95,0
2004-12-10,917.98,923.4,909.54,920.84,0
2004-12-13,918.15,920.07,907.29,918.72,0
2004-12-14,917.67,918.26,904.52,916.56,0
2004-12-15,916.56,931.66,915.1,929.34,0
2004-12-16,929.28,929.47,908.02,910.77,0
2004-12-17,910.71,917.26,906.5,914.18,0
2004-12-20,916.35,922.83,906.78,919.13,0
2004-12-21,919.01,919.79,907.82,913.98,0
2004-12-22,914.16,915.83,904.65,912.79,0
2004-12-23,912.73,918.05,906.41,916.56,0
2004-12-24,916.5,917.28,914.32,915.68,0
2004-12-27,915.44,916.27,905.49,907.57,0
2004-12-28,907.54,920.85,907.16,919.53,0
2004-12-29,919.5,921.36,907.39,908.15,0
2004-12-30,908.45,909.78,905.16,905.98,0
2004-12-31,905.83,907.27,878.5,879.41,0
2005-01-03,917.83,917.83,893.01,895.2,0
2005-01-04,895.2,896.1,863.86,880.58,0
2005-01-05,880.69,887.96,880.5,887.53,0
2005-01-06,887.58,893.8,887.41,892.94,0
2005-01-07,893.0,893.49,880.57,880.57,0
2005-01-10,881.59,881.93,856.59,857.42,0
2005-01-11,857.5,878.15,857.48,875.06,0
2005-01-12,875.0,886.44,871.98,884.83,0
2005-01-13,884.89,887.49,876.32,877.0,0
2005-01-14,877.09,885.15,872.34,885.15,0
2005-01-17,874.95,879.72,874.06,874.2,0
2005-01-18,874.15,877.0,870.25,873.33,0
2005-01-19,873.15,876.6,861.09,869.29,0
2005-01-20,869.29,872.81,865.53,866.69,0
2005-01-21,870.27,876.84,857.46,871.88,0
2005-01-24,875.19,875.19,870.12,871.32,0
2005-01-25,871.32,873.27,860.58,863.57,0
2005-01-26,868.81,873.18,863.68,871.78,0
2005-01-27,868.55,872.22,861.63,867.38,0
2005-01-28,867.58,867.58,853.2,862.97,0
2005-01-31,860.98,865.15,851.98,863.5,0
2005-02-01,863.47,865.84,859.0,863.13,0
2005-02-02,862.92,866.8,855.19,861.52,0
2005-02-03,861.46,861.49,847.4,852.1,0
2005-02-04,852.23,858.26,843.54,843.54,0
2005-02-07,843.68,846.89,837.14,840.48,0
2005-02-08,840.42,849.91,837.48,848.06,0
2005-02-09,848.07,854.93,840.21,853.02,0
2005-02-10,853.17,865.82,848.21,860.16,0
2005-02-11,860.05,860.18,851.94,853.68,0
2005-02-14,853.02,856.55,850.66,855.53,0
2005-02-15,855.51,863.79,855.09,861.18,0
2005-02-16,860.83,866.41,858.0,865.49,0
2005-02-17,865.43,867.38,854.87,865.65,0
2005-02-18,866.47,866.47,854.16,855.54,0
2005-02-21,855.57,865.88,854.91,864.64,0
2005-02-22,864.71,867.91,858.3,865.49,0
2005-02-23,865.4,866.06,852.6,861.31,0
2005-02-24,861.43,867.67,859.13,860.65,0
2005-02-25,860.6,867.75,859.0,867.36,0
2005-02-28,867.63,868.4,861.6,862.23,0
2005-03-01,862.36,864.31,850.48,850.73,0
2005-03-02,850.67,863.21,849.82,857.62,0
2005-03-03,857.69,858.53,851.06,851.33,0
2005-03-04,851.28,863.65,851.28,861.96,0
2005-03-07,861.73,861.73,852.8,855.36,0
2005-03-08,855.15,866.18,854.16,864.57,0
2005-03-09,864.62,866.11,859.55,862.63,0
2005-03-10,862.51,869.99,856.88,867.83,0
