Date,Open,High,Low,Close,Volume
2004-01-01,1500.3,1500.3,1486.5,1486.5,0
2004-01-02,1501.8,1505.7,1486.6,1504.3,0
2004-01-05,1511.5,1512.1,1491.2,1495.5,0
2004-01-06,1505.5,1517.5,1492.7,1512.7,0
2004-01-07,1509.8,1510.8,1486.7,1487.9,0
2004-01-08,1490.1,1495.3,1470.6,1495.0,0
2004-01-09,1507.8,1516.3,1483.1,1518.8,0
2004-01-12,1512.3,1513.4,1485.4,1488.9,0
2004-01-13,1505.5,1508.0,1485.8,1502.8,0
2004-01-14,1503.1,1503.1,1461.1,1487.1,0
2004-01-15,1499.9,1502.5,1479.3,1479.6,0
2004-01-16,1494.0,1494.3,1454.1,1470.9,0
2004-01-19,1467.7,1470.9,1447.4,1466.7,0
2004-01-20,1471.5,1493.2,1456.9,1481.1,0
2004-01-21,1493.3,1503.4,1480.2,1498.7,0
2004-01-22,1505.7,1511.7,1487.8,1510.9,0
2004-01-23,1505.3,1511.5,1482.3,1478.6,0
2004-01-26,1484.8,1485.8,1464.5,1466.4,0
2004-01-27,1465.9,1484.7,1450.4,1475.6,0
2004-01-28,1478.5,1479.3,1456.6,1463.0,0
2004-01-29,1464.2,1466.4,1435.1,1437.3,0
2004-01-30,1460.8,1461.4,1430.6,1446.3,0
2004-02-02,1458.8,1458.9,1439.9,1439.9,0
2004-02-03,1465.7,1465.7,1446.5,1449.3,0
2004-02-04,1449.3,1465.7,1446.5,1465.7,0
2004-02-05,1462.4,1470.6,1447.2,1455.0,0
2004-02-06,1470.1,1482.4,1447.0,1482.4,0
2004-02-09,1483.4,1487.1,1461.6,1463.0,0
2004-02-10,1480.5,1484.6,1463.1,1478.2,0
2004-02-11,1473.7,1485.8,1453.9,1489.2,0
2004-02-12,1488.6,1489.4,1470.2,1485.6,0
2004-02-13,1473.5,1487.2,1460.9,1475.9,0
2004-02-16,1473.8,1478.1,1461.5,1464.7,0
2004-02-17,1479.3,1490.5,1465.1,1487.7,0
2004-02-18,1483.6,1488.1,1459.0,1460.0,0
2004-02-19,1476.4,1479.0,1459.6,1463.0,0
2004-02-20,1485.3,1485.3,1450.5,1451.7,0
2004-02-23,1476.6,1482.9,1461.5,1482.5,0
2004-02-24,1474.3,1497.3,1458.8,1495.8,0
2004-02-25,1485.6,1485.7,1448.6,1448.6,0
2004-02-26,1468.6,1468.6,1436.7,1450.9,0
2004-02-27,1465.4,1465.4,1440.7,1465.0,0
2004-03-01,1473.9,1476.4,1451.5,1464.7,0
2004-03-02,1459.2,1459.6,1406.5,1418.9,0
2004-03-03,1434.8,1436.0,1405.7,1409.8,0
2004-03-04,1425.7,1431.5,1405.7,1415.5,0
2004-03-05,1432.8,1453.9,1413.4,1453.7,0
2004-03-08,1450.4,1452.7,1433.6,1436.7,0
2004-03-09,1452.2,1462.4,1433.5,1454.9,0
2004-03-10,1452.2,1462.4,1406.0,1417.1,0
2004-03-11,1424.5,1435.8,1408.0,1434.9,0
2004-03-12,1445.2,1450.6,1422.7,1438.4,0
2004-03-15,1438.3,1444.7,1418.1,1435.8,0
2004-03-16,1423.4,1433.2,1423.3,1435.8,0
2004-03-17,1412.9,1413.6,1406.3,1435.8,0
2004-03-18,1426.2,1436.3,1405.3,1435.8,0
2004-03-19,1438.5,1438.5,1413.3,1435.8,0
2004-03-22,1421.3,1437.2,1407.1,1435.8,0
2004-03-23,1428.0,1430.6,1413.0,1435.8,0
2004-03-24,1422.2,1423.9,1398.5,1435.8,0
2004-03-25,1400.5,1409.1,1386.2,1435.8,0
2004-03-26,1405.4,1411.2,1383.8,1435.8,0
2004-03-29,1381.6,1393.3,1377.8,1435.8,0
2004-03-30,1404.0,1409.4,1389.7,1435.8,0
2004-03-31,1405.2,1410.1,1385.6,1435.8,0
2004-04-01,1402.9,1410.6,1384.4,1435.8,0
2004-04-02,1409.9,1410.7,1349.2,1435.8,0
2004-04-05,1381.1,1384.0,1356.1,1435.8,0
2004-04-06,1373.5,1392.4,1366.0,1435.8,0
2004-04-07,1381.4,1382.5,1366.4,1377.0,0
2004-04-08,1377.3,1377.3,1362.0,1370.0,0
2004-04-13,1386.0,1386.0,1343.7,1363.3,0
2004-04-14,1369.6,1383.8,1353.8,1383.4,0
2004-04-15,1377.9,1384.2,1361.5,1380.8,0
2004-04-16,1390.9,1398.9,1369.5,1393.2,0
2004-04-19,1389.6,1390.7,1371.2,1388.0,0
2004-04-20,1390.9,1393.4,1342.8,1373.6,0
2004-04-21,1367.1,1373.6,1350.4,1367.4,0
2004-04-22,1372.1,1382.3,1352.7,1382.3,0
2004-04-23,1377.3,1380.9,1342.5,1370.4,0
2004-04-26,1357.5,1368.0,1346.5,1353.8,0
2004-04-27,1363.9,1374.8,1351.2,1374.8,0
2004-04-28,1377.0,1378.2,1354.0,1355.3,0
2004-04-29,1381.3,1400.7,1357.5,1398.6,0
2004-04-30,1404.6,1405.1,1390.3,1393.1,0
2004-05-03,1389.2,1389.2,1384.4,1384.4,0
2004-05-04,1379.9,1419.5,1379.9,1418.6,0
2004-05-05,1415.0,1420.5,1400.3,1419.8,0
2004-05-06,1417.1,1419.7,1404.3,1407.8,0
2004-05-07,1409.5,1414.3,1342.0,1377.5,0
2004-05-10,1388.7,1396.8,1383.0,1395.6,0
2004-05-11,1402.0,1410.8,1386.7,1408.0,0
2004-05-12,1401.1,1404.8,1385.3,1390.7,0
2004-05-13,1411.2,1411.8,1386.2,1400.4,0
2004-05-14,1405.4,1410.5,1371.8,1409.4,0
2004-05-17,1418.0,1423.1,1400.5,1418.8,0
2004-05-18,1420.7,1421.0,1400.9,1413.8,0
2004-05-19,1408.8,1411.4,1392.1,1408.5,0
2004-05-20,1407.4,1410.3,1401.8,1403.7,0
2004-05-21,1410.3,1414.8,1395.5,1410.4,0
2004-05-24,1391.8,1416.4,1390.0,1414.9,0
2004-05-25,1415.5,1427.9,1402.5,1427.4,0
2004-05-26,1425.4,1429.8,1411.2,1428.0,0
2004-05-27,1421.9,1435.3,1405.2,1434.7,0
2004-05-28,1429.6,1431.6,1411.7,1421.4,0
2004-05-31,1420.2,1420.2,1412.6,1414.1,0
2004-06-01,1416.7,1422.2,1405.7,1417.9,0
2004-06-02,1429.5,1432.1,1423.1,1424.0,0
2004-06-03,1414.8,1425.7,1407.2,1422.1,0
2004-06-04,1420.4,1430.1,1393.2,1429.3,0
2004-06-07,1428.4,1428.9,1425.2,1425.8,0
2004-06-08,1424.1,1429.0,1412.1,1412.1,0
2004-06-09,1411.3,1413.8,1390.0,1390.0,0
2004-06-10,1397.9,1403.7,1383.5,1403.3,0
2004-06-11,1383.5,1398.9,1378.6,1398.1,0
2004-06-14,1391.5,1404.1,1387.8,1402.6,0
2004-06-15,1387.8,1414.3,1387.8,1414.3,0
2004-06-16,1404.5,1406.7,1386.2,1388.6,0
2004-06-17,1389.9,1398.8,1378.5,1398.8,0
2004-06-18,1379.7,1406.7,1375.4,1407.0,0
2004-06-21,1402.5,1403.3,1383.9,1399.3,0
2004-06-22,1402.0,1402.2,1385.2,1399.0,0
2004-06-23,1407.2,1413.7,1397.3,1400.5,0
2004-06-24,1395.0,1406.6,1379.9,1401.4,0
2004-06-25,1399.3,1399.3,1383.5,1395.3,0
2004-06-28,1400.2,1407.6,1383.9,1403.5,0
2004-06-29,1402.9,1403.6,1387.2,1391.3,0
2004-06-30,1392.6,1407.8,1378.5,1407.8,0
2004-07-01,1403.5,1404.0,1387.9,1401.8,0
2004-07-02,1407.1,1423.2,1391.6,1420.8,0
2004-07-05,1419.0,1420.8,1405.0,1416.4,0
2004-07-06,1419.9,1423.1,1406.6,1421.0,0
2004-07-07,1420.9,1426.4,1405.6,1423.1,0
2004-07-08,1419.9,1425.8,1407.3,1424.8,0
2004-07-09,1427.8,1428.1,1412.6,1425.6,0
2004-07-12,1421.9,1426.6,1407.5,1422.8,0
2004-07-13,1421.7,1423.3,1405.2,1416.9,0
2004-07-14,1420.3,1431.5,1404.3,1428.3,0
2004-07-15,1435.9,1438.4,1419.5,1435.4,0
2004-07-16,1440.9,1449.8,1425.6,1449.1,0
2004-07-19,1443.1,1443.1,1423.8,1438.6,0
2004-07-20,1445.1,1448.6,1423.6,1431.1,0
2004-07-21,1426.4,1430.5,1413.1,1422.9,0
2004-07-22,1426.2,1427.7,1410.9,1423.1,0
2004-07-23,1425.4,1427.2,1402.8,1410.8,0
2004-07-26,1411.5,1412.7,1393.9,1409.5,0
2004-07-27,1412.4,1419.2,1397.5,1400.5,0
2004-07-28,1410.3,1410.3,1390.4,1407.8,0
2004-07-29,1409.0,1411.2,1394.0,1405.7,0
2004-07-30,1410.2,1416.8,1403.0,1405.6,0
2004-08-02,1405.8,1408.0,1390.0,1400.8,0
2004-08-03,1398.2,1405.6,1385.5,1403.7,0
2004-08-04,1402.4,1407.2,1387.2,1403.1,0
2004-08-05,1402.3,1403.9,1399.0,1402.5,0
2004-08-06,1405.7,1426.4,1391.0,1417.5,0
2004-08-09,1420.8,1421.2,1404.8,1419.1,0
2004-08-10,1416.6,1422.1,1402.2,1411.6,0
2004-08-11,1417.4,1419.7,1402.9,1410.5,0
2004-08-12,1422.5,1422.9,1405.0,1417.8,0
2004-08-13,1422.4,1437.2,1405.6,1428.9,0
2004-08-16,1432.2,1432.9,1418.1,1431.6,0
2004-08-17,1430.5,1431.8,1414.6,1429.1,0
2004-08-18,1429.1,1430.4,1415.4,1427.4,0
2004-08-19,1426.3,1429.8,1410.2,1429.5,0
2004-08-20,1427.1,1428.4,1412.6,1418.9,0
2004-08-23,1418.0,1418.0,1400.3,1400.3,0
2004-08-24,1391.3,1404.6,1386.8,1393.0,0
2004-08-25,1394.7,1399.4,1394.7,1396.0,0
2004-08-26,1396.1,1396.3,1377.7,1395.7,0
2004-08-27,1395.5,1398.4,1382.1,1383.5,0
2004-08-30,1384.9,1389.5,1369.9,1388.7,0
2004-08-31,1393.4,1403.5,1377.8,1400.9,0
2004-09-01,1402.1,1403.0,1387.4,1399.1,0
2004-09-02,1400.7,1403.3,1386.2,1398.2,0
2004-09-03,1397.3,1400.5,1384.7,1387.4,0
2004-09-06,1389.8,1392.2,1375.9,1391.7,0
2004-09-07,1389.3,1392.9,1387.9,1392.8,0
2004-09-08,1391.2,1399.1,1372.9,1399.1,0
2004-09-09,1397.6,1398.3,1392.3,1395.8,0
2004-09-10,1402.2,1408.6,1392.6,1405.6,0
2004-09-13,1388.9,1404.2,1388.4,1403.1,0
2004-09-14,1404.5,1407.0,1388.3,1403.4,0
2004-09-15,1399.9,1401.8,1385.8,1391.5,0
2004-09-16,1391.8,1396.8,1388.9,1396.0,0
2004-09-17,1396.1,1400.7,1380.4,1395.5,0
2004-09-20,1395.0,1395.6,1380.5,1394.5,0
2004-09-21,1395.2,1411.8,1394.8,1410.2,0
2004-09-22,1411.0,1411.0,1399.7,1407.5,0
2004-09-23,1407.4,1414.3,1393.1,1408.1,0
2004-09-24,1409.1,1420.0,1405.1,1405.1,0
2004-09-27,1411.2,1414.1,1396.6,1412.5,0
2004-09-28,1412.6,1426.6,1397.4,1423.1,0
2004-09-29,1423.4,1424.0,1409.2,1421.0,0
2004-09-30,1420.7,1431.0,1406.2,1430.9,0
2004-10-01,1426.3,1426.8,1422.8,1424.1,0
2004-10-04,1420.7,1422.9,1395.5,1395.5,0
2004-10-05,1393.5,1393.5,1393.5,1360.2,0
2004-10-06,1396.4,1401.3,1396.4,1365.7,0
2004-10-07,1399.1,1415.0,1399.1,1399.1,0
2004-10-08,1401.3,1407.2,1399.4,1407.2,0
2004-10-11,1405.4,1405.4,1405.4,1405.4,0
2004-10-12,1403.2,1403.2,1394.6,1394.6,0
2004-10-13,1394.6,1399.5,1389.4,1389.4,0
2004-10-14,1403.0,1405.3,1403.0,1405.3,0
2004-10-15,1404.1,1415.0,1404.1,1415.0,0
2004-10-18,1413.1,1413.1,1413.1,1413.1,0
2004-10-19,1411.5,1417.2,1411.5,1415.7,0
2004-10-20,1414.6,1426.7,1414.6,1426.7,0
2004-10-21,1423.5,1423.5,1423.5,1423.5,0
2004-10-22,1423.5,1424.6,1423.5,1424.6,0
2004-10-25,1433.3,1433.3,1432.7,1432.7,0
2004-10-26,1438.8,1438.8,1433.3,1433.3,0
2004-10-27,1425.2,1425.2,1423.4,1423.4,0
2004-10-29,1417.3,1419.4,1406.9,1414.8,0
2004-11-01,1414.7,1414.7,1411.1,1411.4,0
2004-11-02,1411.4,1411.4,1404.7,1366.4,0
2004-11-03,1402.9,1411.1,1401.0,1411.1,0
2004-11-04,1414.2,1427.4,1414.2,1380.9,0
2004-11-05,1415.6,1415.7,1363.8,1415.7,0
2004-11-08,1419.7,1419.7,1419.6,1417.6,0
2004-11-09,1411.6,1412.2,1411.1,1412.2,0
2004-11-10,1414.6,1424.9,1414.6,1414.8,0
2004-11-11,1418.4,1418.4,1418.4,1418.4,0
2004-11-12,1414.5,1414.5,1412.2,1412.2,0
2004-11-15,1405.6,1405.6,1402.9,1402.9,0
2004-11-16,1402.9,1402.9,1396.9,1396.9,0
2004-11-17,1391.5,1391.5,1391.5,1391.5,0
2004-11-18,1377.5,1377.5,1374.9,1374.9,0
2004-11-19,1371.0,1374.0,1371.0,1374.0,0
2004-11-22,1374.6,1374.6,1374.6,1338.6,0
2004-11-23,1371.3,1371.3,1371.3,1381.4,0
2004-11-24,1382.9,1405.6,1382.9,1405.6,0
2004-11-25,1394.1,1400.0,1379.8,1399.7,0
2004-11-26,1379.8,1394.0,1366.0,1391.9,0
2004-11-29,1389.4,1392.3,1375.2,1389.6,0
