Date,Open,High,Low,Close
2004-01-01,1.0105720020597537,1.011360173187469,1.0,1.0009352964048888
2004-01-02,1.0010298769402144,1.01451285769833,1.0007146084891285,1.013924356589636
2004-01-05,1.0130521138749644,1.0188845802200572,1.0043822314700968,1.0054751621005285
2004-01-06,1.0054121084103114,1.0164675220950639,1.0028269071114053,1.0135039986548544
2004-01-07,1.0142501339890917,1.014449804008113,0.9947560347636012,0.9977195582038104
2004-01-08,0.9978141387391364,1.0048341162499868,0.9853084901793877,1.0029740323885787
2004-01-09,1.003037086078796,1.0191262860325567,0.9938312473070819,1.0186954191494058
2004-01-12,1.0188005086331011,1.0189896697037526,0.99773006715218,0.9998844015679351
2004-01-13,1.0002101789673907,1.0141765713505049,0.9984446756413086,1.0124636127662703
2004-01-14,1.0125581933015961,1.0133673823260505,0.9836165494918924,1.0023645133831458
2004-01-15,1.0024590939184714,1.012516157508118,0.9917399665815442,0.9925701735027376
2004-01-16,0.9926647540380634,1.0026377460407536,0.9736540664375716,0.9856552854755823
2004-01-19,0.9854766333533003,0.9857498660109082,0.969061656000084,0.9819035909076579
2004-01-20,0.9819035909076579,1.0002837416059775,0.974347657029961,0.9926227182445851
2004-01-21,0.9926857719348025,1.0069253969755245,0.985098311211997,1.0051178578559643
2004-01-22,1.0051178578559643,1.0136826507771368,0.9963849217608793,1.012883970701052
2004-01-23,1.012883970701052,1.0139558834347446,0.9915508055108925,0.9932217283016488
2004-01-26,1.0034048992717297,1.0035940603423814,0.9827653246739598,0.9832697541956975
2004-01-27,0.9831436468152631,0.9938943009972991,0.9721407778723582,0.9898483558750275
2004-01-28,0.9896276679592673,0.9919186187038262,0.973328289038116,0.9825341278098301
2004-01-29,0.9823764935842869,0.9842155595489558,0.9651313093098773,0.9666235799783515
2004-01-30,0.9667496873587859,0.9826497262418948,0.9622728753533633,0.9692928528642138
2004-02-02,0.9783200395136459,0.9796336580598379,0.9641960129049886,0.9652258898452032
2004-02-03,0.9825866725516778,0.9841419969103692,0.9687358786006285,0.983826728459283
2004-02-04,0.9843311579810208,0.9843311579810208,0.9687358786006285,0.9825236188614606
2004-02-05,0.9825866725516778,0.9832067005054804,0.9687148607038892,0.974915140241916
2004-02-06,0.9747890328614816,0.9951133390081653,0.9685046817364986,0.9945668736929495
2004-02-09,0.9934949609592567,0.9968788423342476,0.9790977016929915,0.9804953918261399
2004-02-10,0.9805269186712485,0.9946404363315363,0.9799909623044021,0.9899534453587229
2004-02-11,0.9898273379782885,0.993263764095127,0.9720672152337715,0.9929484956440409
2004-02-12,0.9925071198125204,0.9929484956440409,0.9801696144266843,0.9903317675000263
2004-02-13,0.990268713809809,0.9913090996983931,0.9728028416196391,0.9837111300272182
2004-02-16,0.9848986411929758,0.9852244185924314,0.9736540664375716,0.9776054310245174
2004-02-17,0.9774898325924524,0.9953865716657733,0.9757453471631093,0.9919816723940436
2004-02-18,0.9893439263532897,0.9930430761793667,0.9730340384837688,0.9738642454049623
2004-02-19,0.9737066111794191,0.9866536355706884,0.972077724182141,0.9759134903370219
2004-02-20,0.9759450171821304,0.9901531153777442,0.9651523272066164,0.9656672656767237
2004-02-23,0.9765860630326723,0.9882615046712274,0.9737066111794191,0.9876099498723162
2004-02-24,0.9876730035625335,1.0002627237092385,0.9715943125571423,0.9984972203831561
2004-02-25,0.9981399161385919,0.9988755425244595,0.966360856269113,0.9671595363451979
2004-02-26,0.9669388484294377,0.980243177065271,0.9589520476685898,0.9677480374538919
2004-02-27,0.9673802242609582,0.9771850730897359,0.9588995029267421,0.9771850730897359
2004-03-01,0.9770064209674538,0.9851928917473228,0.9666866336685688,0.9749466670870246
2004-03-02,0.9747259791712642,0.9757453471631093,0.9329003646605084,0.9420116228968967
2004-03-03,0.942074676587114,0.9535504482066479,0.936515442899629,0.9393843858045124
2004-03-04,0.9394789663398383,0.9530250007881711,0.9351072438181112,0.9433357503914582
2004-03-05,0.9435144025137404,0.9694609960381264,0.9410132728017907,0.967317170570741
2004-03-08,0.967926689576174,0.9683575564593251,0.9525520981115418,0.9554630768099036
2004-03-09,0.954979665184905,0.9717939825761636,0.9531826350137141,0.9688514770326933
2004-03-10,0.954979665184905,0.9717939825761636,0.9376293914267999,0.9454480490137351
2004-03-11,0.9458999337936252,0.9646373887365091,0.9416227918072237,0.9645217903044441
2004-03-12,0.9637756549702071,0.9734438874701807,0.9535819750517565,0.96348140441586
2004-03-15,0.9664028920625912,0.9705749445652974,0.9525836249566506,0.9647845140136826
2004-03-16,0.9648475677038998,0.9655516672446587,0.95100728270122,0.9623569469403196
2004-03-17,0.9622623664049937,0.9656462477799846,0.9426947045409165,0.9654991225028111
2004-03-18,0.9654991225028111,0.9703017119076893,0.9453849953235179,0.969061656000084
2004-03-19,0.9687779143941065,0.9699128808180165,0.9458368801034079,0.9671700452935674
2004-03-22,0.9675378584865012,0.9734018516767027,0.9492627972718769,0.9729079311033344
2004-03-23,0.9725296089620311,0.9730865832256166,0.9573336696196811,0.9730235295353993
2004-03-24,0.9727502968777914,0.9744107107201783,0.9485902245762265,0.9735594859022457
2004-03-25,0.973780173818006,0.9748520865516987,0.9390165726115787,0.9718360183696417
2004-03-26,0.9717099109892072,0.9723404478913794,0.9327427304349654,0.9692823439158443
2004-03-29,0.969219290225627,0.9697447376441038,0.9301680380844288,0.9661716951984615
2004-03-30,0.9661716951984615,0.9672225900354151,0.9357167628235442,0.9668863036875899
2004-03-31,0.9668863036875899,0.9686518070136722,0.9333522494403984,0.9685362085816072
2004-04-01,0.9686518070136722,0.9693453976060615,0.9338776968588752,0.966360856269113
2004-04-02,0.9661086415082443,0.9671700452935674,0.9070063158779701,0.9637020923316203
2004-04-05,0.9637966728669461,0.9645638260979223,0.9083409523209012,0.9632186807066216
2004-04-06,0.9633342791386865,0.9673802242609582,0.9152453313996868,0.9671700452935674
2004-04-07,0.9676009121767184,0.9676009121767184,0.9205628592746724,0.9307985749866011
2004-04-08,0.9311874060762739,0.9322383009132276,0.9216768078018431,0.9288439105898673
2004-04-09,0.929211723782801,0.9298632785817124,0.9279821768235652,0.9286652584675852
2004-04-12,0.929505974337148,0.9303466902067109,0.9273831667665017,0.9297476801496474
2004-04-13,0.9294219027501917,0.9407925848860305,0.9089399623779647,0.9235368916632511
2004-04-14,0.9232111142637955,0.9370303813697363,0.9178620595437014,0.9367571487121283
